"code","name"
"BFvaVog","Vorderingen op groepsmaatschappijen"
"BFvaVogVgl","Vorderingen op groepsmaatschappijen (langlopend)"
"BFvaVogVglBeg","Beginbalans vorderingen op groepsmaatschappijen (langlopend)"
"BFvaVogVglVer","Verstrekkingen vorderingen op groepsmaatschappijen (langlopend)"
"BFvaVogVglAfl","Aflossingen vorderingen op groepsmaatschappijen (langlopend)"
"BFvaVogVglAdo","Aankopen door overnames vorderingen op groepsmaatschappijen (langlopend)"
"BFvaVogVglWvr","Waardeverminderingen vorderingen op groepsmaatschappijen (langlopend)"
"BFvaVogVglTvw","Terugneming van waardeverminderingen vorderingen op groepsmaatschappijen (langlopend)"
"BFvaVogVglAid","Aandeel in directe vermogenstransacties vorderingen op groepsmaatschappijen (langlopend)"
"BFvaVogVglOmv","Omrekeningsverschillen vorderingen op groepsmaatschappijen (langlopend)"
"BFvaVogVglKod","Kortlopend deel vorderingen op groepsmaatschappijen (langlopend)"
"BFvaVogVglOvm","Overige mutaties vorderingen op groepsmaatschappijen (langlopend)"
"BFvaVop","Vorderingen op participanten en op maatschappijen waarin wordt deelgenomen"
"BFvaVopVpl","Vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend)"
"BFvaVopVplBeg","Beginbalans vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend)"
"BFvaVopVplVer","Verstrekkingen vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend)"
"BFvaVopVplAfl","Aflossingen vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend)"
"BFvaVopVplAdo","Aankopen door overnames vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend)"
"BFvaVopVplWvr","Waardeverminderingen vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend)"
"BFvaVopVplTvw","Terugneming van waardeverminderingen vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend)"
"BFvaVopVplAid","Aandeel in directe vermogenstransacties vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend)"
"BFvaVopVplOmv","Omrekeningsverschillen vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend)"
"BFvaVopVplKod","Kortlopend deel vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend)"
"BFvaVopVplOvm","Overige mutaties vorderingen op participanten en op maatschappijen waarin wordt deelgenomen (langlopend)"
"BFvaVov","Vorderingen op overige verbonden maatschappijen"
"BFvaVovVol","Vorderingen op overige verbonden maatschappijen (langlopend)"
"BFvaVovVolBeg","Beginbalans vorderingen op overige verbonden maatschappijen (langlopend)"
"BFvaVovVolVer","Verstrekkingen vorderingen op overige verbonden maatschappijen (langlopend)"
"BFvaVovVolAfl","Aflossingen vorderingen op overige verbonden maatschappijen (langlopend)"
"BFvaVovVolAdo","Aankopen door overnames vorderingen op overige verbonden maatschappijen (langlopend)"
"BFvaVovVolWvr","Waardeverminderingen vorderingen op overige verbonden maatschappijen (langlopend)"
"BFvaVovVolTvw","Terugneming van waardeverminderingen vorderingen op overige verbonden maatschappijen (langlopend)"
"BFvaVovVolAid","Aandeel in directe vermogenstransacties vorderingen op overige verbonden maatschappijen (langlopend)"
"BFvaVovVolOmv","Omrekeningsverschillen vorderingen op overige verbonden maatschappijen (langlopend)"
"BFvaVovVolKod","Kortlopend deel vorderingen op overige verbonden maatschappijen (langlopend)"
"BFvaVovVolOvm","Overige mutaties vorderingen op overige verbonden maatschappijen (langlopend)"
"BFvaLbv","Latente belastingvorderingen"
"BFvaLbvBll","Latente belastingvorderingen (langlopend)"
"BFvaLbvBllBeg","Beginbalans latente belastingvorderingen (langlopend)"
"BFvaLbvBllBvs","Belastingeffect van stelselwijziging latente belastingvorderingen (langlopend)"
"BFvaLbvBllBrh","Belastingeffecten op gerealiseerde herwaarderingen latente belastingvorderingen (langlopend)"
"BFvaLbvBllBvh","Belastingeffecten op gevormde herwaarderingen latente belastingvorderingen (langlopend)"
"BFvaLbvBllOvm","Overige mutaties latente belastingvorderingen (langlopend)"
"BFvaOvr","Overige vorderingen"
"BFvaOvrSub","Subsidievorderingen"
"BFvaOvrSubBeg","Beginbalans subsidievorderingen"
"BFvaOvrSubVer","Verstrekkingen subsidievorderingen"
"BFvaOvrSubAfl","Aflossingen subsidievorderingen"
"BFvaOvrSubAdo","Aankopen door overnames subsidievorderingen"
"BFvaOvrSubWvr","Waardeverminderingen subsidievorderingen"
"BFvaOvrSubTvw","Terugneming van waardeverminderingen subsidievorderingen"
"BFvaOvrSubAid","Aandeel in directe vermogenstransacties subsidievorderingen"
"BFvaOvrSubOmv","Omrekeningsverschillen subsidievorderingen"
"BFvaOvrSubOvm","Overige mutaties subsidievorderingen"
"BFvaOvrVob","Vorderingen op bestuurders"
"BFvaOvrVobBeg","Beginbalans vorderingen op bestuurders"
"BFvaOvrVobVer","Verstrekkingen vorderingen op bestuurders"
"BFvaOvrVobAfl","Aflossingen vorderingen op bestuurders"
"BFvaOvrVobAdo","Aankopen door overnames vorderingen op bestuurders"
"BFvaOvrVobWvr","Waardeverminderingen vorderingen op bestuurders"
"BFvaOvrVobTvw","Terugneming van waardeverminderingen vorderingen op bestuurders"
"BFvaOvrVobAid","Aandeel in directe vermogenstransacties vorderingen op bestuurders"
"BFvaOvrVobOmv","Omrekeningsverschillen vorderingen op bestuurders"
"BFvaOvrVobOvm","Overige mutaties vorderingen op bestuurders"
"BFvaOvrOvl","Overige vorderingen (langlopend)"
"BFvaOvrOvlBeg","Beginbalans overige vorderingen (langlopend)"
"BFvaOvrOvlVer","Verstrekkingen overige vorderingen (langlopend)"
"BFvaOvrOvlAfl","Aflossingen overige vorderingen (langlopend)"
"BFvaOvrOvlAdo","Aankopen door overnames overige vorderingen (langlopend)"
"BFvaOvrOvlWvr","Waardeverminderingen overige vorderingen (langlopend)"
"BFvaOvrOvlTvw","Terugneming van waardeverminderingen overige vorderingen (langlopend)"
"BFvaOvrOvlAid","Aandeel in directe vermogenstransacties overige vorderingen (langlopend)"
"BFvaOvrOvlOmv","Omrekeningsverschillen overige vorderingen (langlopend)"
"BFvaOvrOvlOvm","Overige mutaties overige vorderingen (langlopend)"
"BEff","EFFECTEN"
"BEffAan","Aandelen"
"BEffAanAbe","Aandelen beursgenoteerd"
"BEffAanAbeBeg","Beginbalans aandelen beursgenoteerd"
"BEffAanAbeAan","Aankoop aandelen beursgenoteerd"
"BEffAanAbeSdv","Stockdividend aandelen beursgenoteerd"
"BEffAanAbeVrk","Verkoop aandelen beursgenoteerd"
"BEffAanAbeAsm","Afstempeling aandelen beursgenoteerd"
"BEffAanAbeWvr","Waardeverminderingen aandelen beursgenoteerd"
"BEffAanAbeOvm","Overige mutaties aandelen beursgenoteerd"
"BEffAanAnb","Aandelen niet beursgenoteerd"
"BEffAanAnbBeg","Beginbalans aandelen niet beursgenoteerd"
"BEffAanAnbAan","Aankoop aandelen niet beursgenoteerd"
"BEffAanAnbSdv","Stockdividend aandelen niet beursgenoteerd"
"BEffAanAnbVrk","Verkoop aandelen niet beursgenoteerd"
"BEffAanAnbAsm","Afstempeling aandelen niet beursgenoteerd"
"BEffAanAnbOvm","Overige mutaties aandelen niet beursgenoteerd"
"BEffObl","Obligaties"
"BEffOblObb","Obligaties beursgenoteerd"
"BEffOblObbBeg","Beginbalans obligaties beursgenoteerd"
"BEffOblObbAan","Aankoop obligaties beursgenoteerd"
"BEffOblObbVrk","Verkoop obligaties beursgenoteerd"
"BEffOblObbUil","Uitloting obligaties beursgenoteerd"
"BEffOblObbWvr","Waardeverminderingen obligaties beursgenoteerd"
"BEffOblObbOvm","Overige mutaties obligaties beursgenoteerd"
"BEffOblOnb","Obligaties niet beursgenoteerd"
"BEffOblOnbBeg","Beginbalans obligaties niet beursgenoteerd"
"BEffOblOnbAan","Aankoop obligaties niet beursgenoteerd"
"BEffOblOnbVrk","Verkoop obligaties niet beursgenoteerd"
"BEffOblOnbUil","Uitloting obligaties niet beursgenoteerd"
"BEffOblOnbWvr","Waardeverminderingen obligaties niet beursgenoteerd"
"BEffOblOnbOvm","Overige mutaties obligaties niet beursgenoteerd"
"BEffOve","Overige effecten"
"BEffOveOeb","Overige effecten beursgenoteerd"
"BEffOveOebBeg","Beginbalans overige effecten beursgenoteerd"
"BEffOveOebAan","Aankoop overige effecten beursgenoteerd"
"BEffOveOebVrk","Verkoop overige effecten beursgenoteerd"
"BEffOveOebWvr","Waardeverminderingen overige effecten beursgenoteerd"
"BEffOveOebOvm","Overige mutaties overige effecten beursgenoteerd"
"BEffOveOen","Overige effecten niet beursgenoteerd"
"BEffOveOenBeg","Beginbalans overige effecten niet beursgenoteerd"
"BEffOveOenAan","Aankoop overige effecten niet beursgenoteerd"
"BEffOveOenVrk","Verkoop overige effecten niet beursgenoteerd"
"BEffOveOenWvr","Waardeverminderingen overige effecten niet beursgenoteerd"
"BEffOveOenOvm","Overige mutaties overige effecten niet beursgenoteerd"
"BEiv","EIGEN VERMOGEN"
"BEivGok","Gestort en opgevraagd kapitaal"
"BEivGokGea","Gewone aandelen"
"BEivGokGeaBeg","Beginbalans gewone aandelen"
"BEivGokGeaUit","Uitgifte gewone aandelen"
"BEivGokGeaSto","Stortingsplicht gewone aandelen"
"BEivGokGeaSta","Stortingen door aandeelhouders gewone aandelen"
"BEivGokGeaAvv","Aanzuivering van verliezen gewone aandelen"
"BEivGokGeaVrk","Verkoop gewone aandelen"
"BEivGokGeaInk","Inkoop gewone aandelen"
"BEivGokGeaOmr","Omzetting reserves gewone aandelen"
"BEivGokGeaOml","Omzetting leningen gewone aandelen"
"BEivGokGeaInt","Intrekking gewone aandelen"
"BEivGokGeaVea","Verleende aandelen(optie)regelingen gewone aandelen"
"BEivGokGeaUia","Uitgeoefende aandelen(optie)regelingen gewone aandelen"
"BEivGokGeaOvm","Overige mutaties gewone aandelen"
"BEivGokWia","Winstrechtloze aandelen"
"BEivGokWiaBeg","Beginbalans winstrechtloze aandelen"
"BEivGokWiaUit","Uitgifte winstrechtloze aandelen"
"BEivGokWiaSto","Stortingsplicht winstrechtloze aandelen"
"BEivGokWiaSta","Stortingen door aandeelhouders winstrechtloze aandelen"
"BEivGokWiaAvv","Aanzuivering van verliezen winstrechtloze aandelen"
"BEivGokWiaVrk","Verkoop winstrechtloze aandelen"
"BEivGokWiaInk","Inkoop winstrechtloze aandelen"
"BEivGokWiaInt","Intrekking winstrechtloze aandelen"
"BEivGokWiaVea","Verleende aandelen(optie)regelingen winstrechtloze aandelen"
"BEivGokWiaUia","Uitgeoefende aandelen(optie)regelingen winstrechtloze aandelen"
"BEivGokWiaOvm","Overige mutaties winstrechtloze aandelen"
"BEivGokZea","Zeggenschapsrechtloze aandelen"
"BEivGokZeaBeg","Beginbalans zeggenschapsrechtloze aandelen"
"BEivGokZeaUit","Uitgifte zeggenschapsrechtloze aandelen"
"BEivGokZeaSto","Stortingsplicht zeggenschapsrechtloze aandelen"
"BEivGokZeaSta","Stortingen door aandeelhouders zeggenschapsrechtloze aandelen"
"BEivGokZeaAvv","Aanzuivering van verliezen zeggenschapsrechtloze aandelen"
"BEivGokZeaVrk","Verkoop zeggenschapsrechtloze aandelen"
"BEivGokZeaInk","Inkoop zeggenschapsrechtloze aandelen"
"BEivGokZeaInt","Intrekking zeggenschapsrechtloze aandelen"
"BEivGokZeaVea","Verleende aandelen(optie)regelingen zeggenschapsrechtloze aandelen"
"BEivGokZeaUia","Uitgeoefende aandelen(optie)regelingen zeggenschapsrechtloze aandelen"
"BEivGokZeaOvm","Overige mutaties zeggenschapsrechtloze aandelen"
"BEivGokPra","Preferente aandelen"
"BEivGokPraBeg","Beginbalans preferente aandelen"
"BEivGokPraUit","Uitgifte preferente aandelen"
"BEivGokPraSto","Stortingsplicht preferente aandelen"
"BEivGokPraSta","Stortingen door aandeelhouders preferente aandelen"
"BEivGokPraAvv","Aanzuivering van verliezen preferente aandelen"
"BEivGokPraVrk","Verkoop preferente aandelen"
"BEivGokPraInk","Inkoop preferente aandelen"
"BEivGokPraInt","Intrekking preferente aandelen"
"BEivGokPraVea","Verleende aandelen(optie)regelingen preferente aandelen"
"BEivGokPraUia","Uitgeoefende aandelen(optie)regelingen preferente aandelen"
"BEivGokPraOvm","Overige mutaties preferente aandelen"
"BEivGokPri","Prioriteitsaandelen"
"BEivGokPriBeg","Beginbalans prioriteitsaandelen"
"BEivGokPriUit","Uitgifte prioriteitsaandelen"
"BEivGokPriSto","Stortingsplicht prioriteitsaandelen"
"BEivGokPriSta","Stortingen door aandeelhouders prioriteitsaandelen"
"BEivGokPriAvv","Aanzuivering van verliezen prioriteitsaandelen"
"BEivGokPriVrk","Verkoop prioriteitsaandelen"
"BEivGokPriInk","Inkoop prioriteitsaandelen"
"BEivGokPriInt","Intrekking prioriteitsaandelen"
"BEivGokPriVea","Verleende aandelen(optie)regelingen prioriteitsaandelen"
"BEivGokPriUia","Uitgeoefende aandelen(optie)regelingen prioriteitsaandelen"
"BEivGokPriOvm","Overige mutaties prioriteitsaandelen"
"BEivGokAkn","Aandelenkapitaal, fiscaal niet erkend"
"BEivAgi","Agioreserves"
"BEivAgiAgi","Agioreserve"
"BEivAgiAgiBeg","Beginbalans agioreserve"
"BEivAgiAgiAib","Agio in boekjaar agioreserve"
"BEivAgiAgiDib","Disagio in boekjaar agioreserve"
"BEivAgiAgiUib","Uitdeling in boekjaar agioreserve"
"BEivAgiAgiOvm","Overige mutaties agioreserve"
"BEivAgiAfn","Agio, fiscaal niet erkend"
"BEivAgiAfnBeg","Beginbalans agio, fiscaal niet erkend"
"BEivAgiAfnAib","Agio in boekjaar agio, fiscaal niet erkend"
"BEivAgiAfnDib","Disagio in boekjaar agio, fiscaal niet erkend"
"BEivAgiAfnUib","Uitdeling in boekjaar agio, fiscaal niet erkend"
"BEivAgiAfnOvm","Overige mutaties agio, fiscaal niet erkend"
"BEivHer","Herwaarderingsreserves"
"BEivHerHew","Herwaarderingsreserve"
"BEivHerHewBeg","Beginbalans herwaarderingsreserve"
"BEivHerHewHer","Herwaarderingen herwaarderingsreserve"
"BEivHerHewSte","Stelselwijziging herwaarderingsreserve"
"BEivHerHewGhw","Gerealiseerde herwaarderingen via winst-en-verliesrekening herwaarderingsreserve"
"BEivHerHewGhr","Gerealiseerde herwaarderingen via overige reserves herwaarderingsreserve"
"BEivHerHewGha","Gerealiseerde herwaarderingen via afgedekt actief of passief herwaarderingsreserve"
"BEivHerHewBvs","Belastingeffect van stelselwijziging herwaarderingsreserve"
"BEivHerHewGvw","Gevormde herwaarderingen via winst-en-verliesrekening herwaarderingsreserve"
"BEivHerHewGvr","Gevormde herwaarderingen via overige reserves herwaarderingsreserve"
"BEivHerHewGva","Gevormde herwaarderingen via afgedekt actief of passief herwaarderingsreserve"
"BEivHerHewBrh","Belastingeffecten op gerealiseerde herwaarderingen herwaarderingsreserve"
"BEivHerHewBvh","Belastingeffecten op gevormde herwaarderingen herwaarderingsreserve"
"BEivHerHewVrh","Vrijval herwaardering herwaarderingsreserve"
"BEivHerHewOvm","Overige mutaties herwaarderingsreserve"
"BEivWer","Wettelijke reserves"
"BEivWerNba","Negatieve bijschrijvingsreserve als gevolg van de omrekening van het aandelenkapitaal naar de euro"
"BEivWerNbaBeg","Beginbalans negatieve bijschrijvingsreserve als gevolg van de omrekening van het aandelenkapitaal naar de euro"
"BEivWerNbaDot","Dotatie negatieve bijschrijvingsreserve als gevolg van de omrekening van het aandelenkapitaal naar de euro"
"BEivWerNbaOnt","Onttrekking negatieve bijschrijvingsreserve als gevolg van de omrekening van het aandelenkapitaal naar de euro"
"BEivWerNbaOvm","Overige mutaties negatieve bijschrijvingsreserve als gevolg van de omrekening van het aandelenkapitaal naar de euro"
"BEivWerRla","Reserve voor lager aandelenkapitaal als gevolg van de omrekening van het aandelenkapitaal naar de euro"
"BEivWerRlaBeg","Beginbalans reserve voor lager aandelenkapitaal als gevolg van de omrekening van het aandelenkapitaal naar de euro"
"BEivWerRlaDot","Dotatie reserve voor lager aandelenkapitaal als gevolg van de omrekening van het aandelenkapitaal naar de euro"
"BEivWerRlaOnt","Onttrekking reserve voor lager aandelenkapitaal als gevolg van de omrekening van het aandelenkapitaal naar de euro"
"BEivWerRlaOvm","Overige mutaties reserve voor lager aandelenkapitaal als gevolg van de omrekening van het aandelenkapitaal naar de euro"
"BEivWerRvi","Reserve voor inbreng anders dan in geld"
"BEivWerRviBeg","Beginbalans reserve voor inbreng anders dan in geld"
"BEivWerRviDot","Dotatie reserve voor inbreng anders dan in geld"
"BEivWerRviOnt","Onttrekking reserve voor inbreng anders dan in geld"
"BEivWerRviOvm","Overige mutaties reserve voor inbreng anders dan in geld"
"BEivWerRvl","Reserve voor leningen verstrekt met het oog op het verkrijgen van eigen aandelen"
"BEivWerRvlBeg","Beginbalans reserve voor leningen verstrekt met het oog op het verkrijgen van eigen aandelen"
"BEivWerRvlDot","Dotatie reserve voor leningen verstrekt met het oog op het verkrijgen van eigen aandelen"
"BEivWerRvlOnt","Onttrekking reserve voor leningen verstrekt met het oog op het verkrijgen van eigen aandelen"
"BEivWerRvlOvm","Overige mutaties reserve voor leningen verstrekt met het oog op het verkrijgen van eigen aandelen"
"BEivWerRvg","Reserve voor geactiveerde kosten van oprichting en uitgifte van aandelen"
"BEivWerRvgBeg","Beginbalans reserve voor geactiveerde kosten van oprichting en uitgifte van aandelen"
"BEivWerRvgDot","Dotatie reserve voor geactiveerde kosten van oprichting en uitgifte van aandelen"
"BEivWerRvgOnt","Onttrekking reserve voor geactiveerde kosten van oprichting en uitgifte van aandelen"
"BEivWerRvgOvm","Overige mutaties reserve voor geactiveerde kosten van oprichting en uitgifte van aandelen"
"BEivWerRgk","Reserve voor geactiveerde kosten van onderzoek en ontwikkeling"
"BEivWerRgkBeg","Beginbalans reserve voor geactiveerde kosten van onderzoek en ontwikkeling"
"BEivWerRgkDot","Dotatie reserve voor geactiveerde kosten van onderzoek en ontwikkeling"
"BEivWerRgkOnt","Onttrekking reserve voor geactiveerde kosten van onderzoek en ontwikkeling"
"BEivWerRgkOvm","Overige mutaties reserve voor geactiveerde kosten van onderzoek en ontwikkeling"
"BEivWerRed","Reserve deelnemingen"
"BEivWerRedBeg","Beginbalans reserve deelnemingen"
"BEivWerRedDot","Dotatie reserve deelnemingen"
"BEivWerRedOnt","Onttrekking reserve deelnemingen"
"BEivWerRedOvm","Overige mutaties reserve deelnemingen"
"BEivWerRvo","Reserve voor omrekeningsverschillen"
"BEivWerRvoBeg","Beginbalans reserve voor omrekeningsverschillen"
"BEivWerRvoDot","Dotatie reserve voor omrekeningsverschillen"
"BEivWerRvoOnt","Onttrekking reserve voor omrekeningsverschillen"
"BEivWerRvoOvm","Overige mutaties reserve voor omrekeningsverschillen"
"BEivStr","Statutaire reserves"
"BEivStrCon","Continuïteitsreserve"
"BEivStrConBeg","Beginbalans continuïteitsreserve"
"BEivStrConDot","Dotatie continuïteitsreserve"
"BEivStrConOnt","Onttrekking continuïteitsreserve"
"BEivStrConOvm","Overige mutaties continuïteitsreserve"
"BEivStrBer","Bestemmingsreserve"
"BEivStrBerBeg","Beginbalans bestemmingsreserve"
"BEivStrBerDot","Dotatie bestemmingsreserve"
"BEivStrBerOnt","Onttrekking bestemmingsreserve"
"BEivStrBerOvm","Overige mutaties bestemmingsreserve"
"BEivStrStr","Statutaire reserve"
"BEivStrStrBeg","Beginbalans statutaire reserve"
"BEivStrStrDot","Dotatie statutaire reserve"
"BEivStrStrOnt","Onttrekking statutaire reserve"
"BEivStrStrOvm","Overige mutaties statutaire reserve"
"BEivOre","Overige reserves"
"BEivOreOvw","Onverdeelde winst"
"BEivOreOvwBeg","Beginbalans onverdeelde winst"
"BEivOreOvwDiv","Dividenduitkeringen onverdeelde winst"
"BEivOreOvwOve","Overboekingen onverdeelde winst"
"BEivOreOvwAll","Allocatie onverdeelde winst"
"BEivOreOvwRms","Rechtstreekse mutatie als gevolg van stelselwijzigingen onverdeelde winst"
"BEivOreOvwRmf","Rechtstreekse mutatie als gevolg van fundamentele fouten onverdeelde winst"
"BEivOreOvwRmv","Rechtstreekse mutatie als gevolg van omrekeningsverschillen onverdeelde winst"
"BEivOreOvwRmw","Rechtstreekse mutatie als gevolg van waardeverminderingen onverdeelde winst"
"BEivOreOvwRmt","Rechtstreekse mutatie als gevolg van terugneming van waardeverminderingen onverdeelde winst"
"BEivOreOvwRmg","Rechtstreekse mutatie als gevolg van goodwill onverdeelde winst"
"BEivOreOvwRmo","Rechtstreekse mutatie als gevolg van overnames onverdeelde winst"
"BEivOreOvwRma","Rechtstreekse mutatie als gevolg van afstotingen onverdeelde winst"
"BEivOreOvwRmd","Rechtstreekse mutatie als gevolg van financiële instrumenten onverdeelde winst"
"BEivOreOvwOvm","Overige mutaties onverdeelde winst"
"BEivOreRvh","Resultaat van het boekjaar"
"BEivOreRvhBeg","Beginbalans resultaat van het boekjaar"
"BEivOreRvhDiv","Dividenduitkeringen resultaat van het boekjaar"
"BEivOreRvhOve","Overboekingen resultaat van het boekjaar"
"BEivOreRvhAll","Allocatie resultaat van het boekjaar"
"BEivOreRvhRms","Rechtstreekse mutatie als gevolg van stelselwijzigingen resultaat van het boekjaar"
"BEivOreRvhRmf","Rechtstreekse mutatie als gevolg van fundamentele fouten resultaat van het boekjaar"
"BEivOreRvhRmv","Rechtstreekse mutatie als gevolg van omrekeningsverschillen resultaat van het boekjaar"
"BEivOreRvhRmw","Rechtstreekse mutatie als gevolg van waardeverminderingen resultaat van het boekjaar"
"BEivOreRvhRmt","Rechtstreekse mutatie als gevolg van terugneming van waardeverminderingen resultaat van het boekjaar"
"BEivOreRvhRmg","Rechtstreekse mutatie als gevolg van goodwill resultaat van het boekjaar"
"BEivOreRvhRmo","Rechtstreekse mutatie als gevolg van overnames resultaat van het boekjaar"
"BEivOreRvhRma","Rechtstreekse mutatie als gevolg van afstotingen resultaat van het boekjaar"
"BEivOreRvhRmd","Rechtstreekse mutatie als gevolg van financiële instrumenten resultaat van het boekjaar"
"BEivOreRvhOvm","Overige mutaties resultaat van het boekjaar"
"BEivFon","Fondsen"
"BEivFonEga","Egalisatiefonds"
"BEivFonEgaBeg","Beginbalans egalisatiefonds"
"BEivFonEgaDot","Dotatie egalisatiefonds"
"BEivFonEgaOnt","Onttrekking egalisatiefonds"
"BEivFonEgaOvm","Overige mutaties egalisatiefonds"
"BEivFonBef","Bestemmingsfonds"
"BEivFonBefBeg","Beginbalans bestemmingsfonds"
"BEivFonBefDot","Dotatie bestemmingsfonds"
"BEivFonBefOnt","Onttrekking bestemmingsfonds"
"BEivFonBefOvm","Overige mutaties bestemmingsfonds"
"BEivAvd","Aandeel van derden"
"BEivAvdAvd","Aandeel van derden"
"BEivKap","Kapitaal"
"BEivKapOnd","Ondernemingsvermogen"
"BEivKapOndBeg","Beginbalans ondernemingsvermogen"
"BEivKapOndIbb","Inbreng ondernemingsvermogen bij toetreden"
"BEivKapOndUbb","Uitkering ondernemingsvermogen bij uittreden"
"BEivKapOndKac","Kapitaalcorrecties ondernemingsvermogen"
"BEivKapOndOvm","Overige mutaties ondernemingsvermogen"
"BEivKapRvh","Resultaat van het boekjaar"
"BEivKapRvhBeg","Beginbalans resultaat van het boekjaar"
"BEivKapRvhRg","Rente geïnvesteerd  vermogen"
"BEivKapRvhArb","Arbeidsvergoeding"
"BEivKapRvhVbv","Vergoeding buitenvennootschappelijk vermogen"
"BEivKapRvhAow","Aandeel in de overwinst"
"BEivKapRvhOvm","Overige mutaties"
"BEivKapPrs","Privé-stortingen"
"BEivKapPrsBeg","Beginbalans privé-stortingen"
"BEivKapPrsPsk","Privé-storting kapitaal"
"BEivKapPrsOns","Ontvangen schenkingen"
"BEivKapPrsOlp","Ontvangen loon, uitkeringen of pensioenen"
"BEivKapPrsOte","Ontvangen toeslagen en toelagen"
"BEivKapPrsOnk","Ontvangen kostenvergoedingen"
"BEivKapPrsOpp","Opname privé-financieringen"
"BEivKapPrsOsp","Opname privé-spaargelden"
"BEivKapPrsVep","Verkoop privé-bezittingen"
"BEivKapPrsPzl","Privé-betaalde zakelijke lasten"
"BEivKapPrsOps","Overige privé-stortingen"
"BEivKapPro","Privé-opnamen"
"BEivKapProBeg","Beginbalans privé-opnamen"
"BEivKapProPok","Privé-opname kapitaal"
"BEivKapProPmv","Privé-gebruik materiële vaste activa"
"BEivKapProPrg","Privé-verbruik goederen"
"BEivKapProPiz","Privé-aandeel in zakelijke lasten"
"BEivKapProPpr","Privé-premies"
"BEivKapProPri","Privé-belastingen"
"BEivKapProPer","Privé-aflossingen en rente"
"BEivKapProPrk","Privé-aftrekbare kosten"
"BEivKapProFor","Dotatie Fiscale Oudedags Reserve"
"BEivKapProOvp","Overige privé-opnamen"
"BEivKapSti","Stichtingskapitaal"
"BEivKapStiBeg","Beginbalans stichtingskapitaal"
"BEivKapStiKap","Kapitaalmutaties stichtingskapitaal"
"BEivKapStiKac","Kapitaalcorrecties stichtingskapitaal"
"BEivKapStiOvm","Overige mutaties stichtingskapitaal"
"BEivKapVnk","Verenigingskapitaal"
"BEivKapVnkBeg","Beginbalans verenigingskapitaal"
"BEivKapVnkKap","Kapitaalmutaties verenigingskapitaal"
"BEivKapVnkKac","Kapitaalcorrecties verenigingskapitaal"
"BEivKapVnkOvm","Overige mutaties verenigingskapitaal"
"BEivKapCok","Commanditair kapitaal"
"BEivKapCokBeg","Beginbalans commanditair kapitaal"
"BEivKapCokKap","Kapitaalmutaties commanditair kapitaal"
"BEivKapCokKac","Kapitaalcorrecties commanditair kapitaal"
"BEivKapCokOvm","Overige mutaties commanditair kapitaal"
"BEivKapInk","Informeel kapitaal"
"BEivKapInkBeg","Beginbalans informeel kapitaal"
"BEivKapInkKap","Kapitaalmutaties informeel kapitaal"
"BEivKapInkKac","Kapitaalcorrecties informeel kapitaal"
"BEivKapInkOvm","Overige mutaties informeel kapitaal"
"BEivFir","Fiscale reserves"
"BEivFirFor","Fiscale oudedagsreserve (FOR)"
"BEivFirForBeg","Beginbalans fiscale oudedagsreserve (for)"
"BEivFirForFor","Dotatie Fiscale Oudedags Reserve fiscale oudedagsreserve (for)"
"BEivFirForOve","Overboekingen fiscale oudedagsreserve (for)"
"BEivFirForOvm","Overige mutaties fiscale oudedagsreserve (for)"
"BEivFirHer","Herinvesteringsreserve"
"BEivFirHerBeg","Beginbalans herinvesteringsreserve"
"BEivFirHerDot","Dotatie herinvesteringsreserve"
"BEivFirHerAaw","Aanwending herinvesteringsreserve"
"BEivFirHerOve","Overboekingen herinvesteringsreserve"
"BEivFirHerVal","Valutaomrekeningsverschillen herinvesteringsreserve"
"BEivFirHerOvm","Overige mutaties herinvesteringsreserve"
"BEivFirOpw","Opwaarderingsreserve"
"BEivFirOpwBeg","Beginbalans opwaarderingsreserve"
"BEivFirOpwDot","Dotatie opwaarderingsreserve"
"BEivFirOpwAaw","Aanwending opwaarderingsreserve"
"BEivFirOpwOve","Overboekingen opwaarderingsreserve"
"BEivFirOpwVal","Valutaomrekeningsverschillen opwaarderingsreserve"
"BEivFirOpwOvm","Overige mutaties opwaarderingsreserve"
"BEivFirRae","Reserve assurantie eigen risico"
"BEivFirRaeBeg","Beginbalans reserve assurantie eigen risico"
"BEivFirRaeDot","Dotatie reserve assurantie eigen risico"
"BEivFirRaeAtg","Afname ten gunste van het resultaat reserve assurantie eigen risico"
"BEivFirRaeKtl","Kosten ten laste van reserve reserve assurantie eigen risico"
"BEivFirRaeOve","Overboekingen reserve assurantie eigen risico"
"BEivFirRaeVal","Valutaomrekeningsverschillen reserve assurantie eigen risico"
"BEivFirRaeOvm","Overige mutaties reserve assurantie eigen risico"
"BEivFirKeg","Kostenegalisatiereserve"
