"code","name"
"BVorOvaOoa","Overige overlopende activa"
"BSch","KORTLOPENDE SCHULDEN"
"BSchKol","Kortlopende leningen"
"BSchKolAlk","Achtergestelde leningen (kortlopend)"
"BSchKolClk","Converteerbare leningen (kortlopend)"
"BSchKolAok","Andere obligaties en onderhandse leningen (kortlopend)"
"BSchKolFlk","Financiële lease verplichtingen (kortlopend)"
"BSchKolOpl","Operationele lease verplichtingen (kortlopend)"
"BSchKolHvk","Hypotheken van kredietinstellingen (kortlopend)"
"BSchKolFvk","Financieringen van kredietinstellingen (kortlopend)"
"BSchKolLvk","Leningen van kredietinstellingen (kortlopend)"
"BSchSav","Schulden aan verbonden partijen"
"BSchSavSgk","Schulden aan groepsmaatschappijen (kortlopend)"
"BSchSavSvk","Schulden aan overige verbonden maatschappijen (kortlopend)"
"BSchSavSpk","Schulden aan participanten en aan maatschappijen waarin wordt deelgenomen (kortlopend)"
"BSchCre","Crediteuren"
"BSchCreHac","Handelscrediteuren"
"BSchCreHci","Handelscrediteuren intercompany"
"BSchCreVbk","Vooruitontvangen op bestellingen"
"BSchCreKcr","Kostencrediteuren"
"BSchSal","Salarisverwerking"
"BSchSalNet","Nettolonen"
"BSchSalVpe","Voorschotten personeel"
"BSchSalTan","Tantièmes"
"BSchSalTvg","Te betalen vakantiebijslag"
"BSchSalTbv","Reservering vakantiedagen"
"BSchSalVab","Vakantiebonnen"
"BSchSalBls","Bruto lonen en salarissen"
"BSchSalPsv","Premies sociale verzekeringen"
"BSchSalPen","Pensioenpremies"
"BSchSalPer","Personeelsfonds"
"BSchSalOna","Overige netto-afdrachten"
"BSchBtw","Omzetbelasting"
"BSchBtwAtd","Af te dragen omzetbelasting"
"BSchBtwAtdBeg","Beginbalans af te dragen omzetbelasting"
"BSchBtwAtdOla","Omzetbelasting leveringen/diensten algemeen tarief"
"BSchBtwAtdOlv","Omzetbelasting leveringen/diensten verlaagd tarief"
"BSchBtwAtdOlo","Omzetbelasting leveringen/diensten overige tarieven"
"BSchBtwAtdOop","Omzetbelasting over privégebruik"
"BSchBtwAtdOlw","Omzetbelasting leveringen/diensten waarbij heffing is verlegd"
"BSchBtwAtdOlb","Omzetbelasting leveringen/diensten uit landen buiten de EU"
"BSchBtwAtdOlu","Omzetbelasting leveringen/diensten uit landen binnen EU"
"BSchBtwAtdVoo","Voorbelasting"
"BSchBtwAtdVvd","Vermindering volgens de kleineondernemersregeling"
"BSchBtwAtdSva","Schatting vorige aangifte(n)"
"BSchBtwAtdSda","Schatting deze aangifte"
"BSchBtwAtdAfo","Afgedragen omzetbelasting"
"BSchBtwAtdNah","Naheffingsaanslagen omzetbelasting"
"BSchBtwAtdOvm","Overige mutaties omzetbelasting"
"BSchLhe","Loonheffing"
"BSchLheAfb","Af te dragen loonheffing"
"BSchLheAfbBeg","Beginbalans af te dragen loonheffing"
"BSchLheAfbAal","Aangifte loonheffing"
"BSchLheAfbAlh","Afgedragen Loonheffing"
"BSchLheAfbNah","Naheffingsaanslagen loonheffing"
"BSchLheAfbOvm","Overige mutaties loonheffing"
"BSchVpb","Vennootschapsbelasting"
"BSchVpbAtv","Af te dragen vennootschapsbelasting"
"BSchVpbAtvBeg","Beginbalans af te dragen vennootschapsbelasting"
"BSchVpbAtvAav","Aangifte vennootschapsbelasting"
"BSchVpbAtvAgv","Aanslag vennootschapsbelasting"
"BSchVpbAtvTvv","Te verrekenen vennootschapsbelasting"
"BSchVpbAtvAfv","Afgedragen vennootschapsbelasting"
"BSchVpbAtvNah","Naheffingsaanslagen vennootschapsbelasting"
"BSchVpbAtvOvm","Overige mutaties vennootschapsbelasting"
"BSchOvb","Overige belastingen"
"BSchOvbBib","Binnenlandse belastingen"
"BSchOvbBut","Buitenlandse belastingen"
"BSchOvbPrb","Provinciale belastingen"
"BSchOvbGbe","Gemeentelijke belastingen"
"BSchOvs","Overige schulden"
"BSchOvsSaa","Schulden aan aandeelhouders"
"BSchOvsRcb","Rekening-courant bestuurders"
"BSchOvsRba","Rekening-courant bank"
"BSchOvsSag","Overige schulden aan groepsmaatschappijen"
"BSchOvsSao","Overige schulden aan overige verbonden maatschappijen"
"BSchOvsSap","Overige schulden aan participanten en aan maatschappijen waarin wordt deelgenomen"
"BSchOvsTbd","Te betalen dividend"
"BSchOvsTbw","Te betalen wissels en cheques"
"BSchOvsGif","Giftenverplichtingen"
"BSchOvsSuv","Subsidieverplichtingen"
"BSchOvsStp","Schulden terzake van pensioenen"
"BSchOvsSuh","Schulden uit hoofde van projecten"
"BSchOvsVvv","Verplichtingen uit hoofde van onroerende zaken verkocht onder voorwaarden"
"BSchOvsVpo","Verplichtingen aan overheid"
"BSchOvsOvs","Overige schulden"
"BSchOpa","Overlopende passiva"
"BSchOpaNto","Nog te ontvangen facturen"
"BSchOpaNtb","Nog te betalen kosten"
"BSchOpaTbr","Te betalen rente"
"BSchOpaVor","Vooruitontvangen rente"
"BSchOpaOop","Overige overlopende passiva"
"BVrd","VOORRADEN"
"BVrdHan","Handelsgoederen"
"BVrdHanVoo","Voorraad handelsgoederen"
"BVrdHanVic","Voorziening incourant handelsgoederen"
"BVrdHanHvv","Herwaardering van voorraden handelsgoederen"
"BVrdHanAwv","Afwaardering van voorraden handelsgoederen"
"BVrdHanTve","Terugneming van een eerder verwerkte afwaardering handelsgoederen"
"BVrdGeh","Grond- en hulpstoffen"
"BVrdGehVoo","Voorraad grond- en hulpstoffen"
"BVrdGehVic","Voorziening incourant grond- en hulpstoffen"
"BVrdGehHvv","Herwaardering van voorraden grond- en hulpstoffen"
"BVrdGehAwv","Afwaardering van voorraden grond- en hulpstoffen"
"BVrdGehTve","Terugneming van een eerder verwerkte afwaardering grond- en hulpstoffen"
"BVrdEmb","Emballage"
"BVrdEmbVoo","Voorraad emballage"
"BVrdEmbVic","Voorziening incourant emballage"
"BVrdEmbHvv","Herwaardering van voorraden emballage"
"BVrdEmbAwv","Afwaardering van voorraden emballage"
"BVrdEmbTve","Terugneming van een eerder verwerkte afwaardering emballage"
"BVrdVrv","Vooruitbetaald op voorraden"
"BVrdVrvVoo","Vooruitbetalingen op voorraden"
"BVrdVrvVic","Voorziening incourant vooruitbetaald op voorraden"
"BVrdVrvHvv","Herwaardering van voorraden vooruitbetaald op voorraden"
"BVrdVrvAwv","Afwaardering van voorraden vooruitbetaald op voorraden"
"BVrdVrvTve","Terugneming van een eerder verwerkte afwaardering vooruitbetaald op voorraden"
"BVrdOwe","Onderhanden werken"
"BVrdOweVoo","Voorraad onderhanden werken"
"BVrdOweGet","Gefactureerde termijnen onderhanden werken"
"BVrdOweVzv","Voorziening verliezen onderhanden werken"
"BVrdHal","Halffabrikaten"
"BVrdHalVoo","Voorraad halffabrikaten"
"BVrdHalVic","Voorziening incourant halffabrikaten"
"BVrdHalHvv","Herwaardering van voorraden halffabrikaten"
"BVrdHalAwv","Afwaardering van voorraden halffabrikaten"
"BVrdHalTve","Terugneming van een eerder verwerkte afwaardering halffabrikaten"
"BVrdGep","Gereed product"
"BVrdGepVoo","Voorraad gereed product"
"BVrdGepVic","Voorziening incourant gereed product"
"BVrdGepHvv","Herwaardering van voorraden gereed product"
"BVrdGepAwv","Afwaardering van voorraden gereed product"
"BVrdGepTve","Terugneming van een eerder verwerkte afwaardering gereed product"
"BVrdVas","Vastgoed"
"BVrdVasVio","Vastgoed in ontwikkeling bestemd voor de verkoop vastgoed"
"BVrdVasVbv","Vastgoed bestemd voor de verkoop vastgoed"
"BPro","PROJECTEN"
"BProOnp","Onderhanden projecten"
"BProOnpOpo","Onderhanden projecten in opdracht van derden, opbrengsten uit onderhanden projecten verwerkt in de winst-en-verliesrekening"
"BProOnpOpv","Onderhanden projecten in opdracht van derden, voorschotten"
"BProOnpOpi","Onderhanden projecten in opdracht van derden, inhoudingen op gedeclareerde termijnen"
"BProOnpOnk","Onderhanden projecten in opdracht van derden, geactiveerde kosten voor nog niet geleverde diensten"
"BProOnpGet","Gefactureerde termijnen onderhanden projecten"
"BProOnpVzv","Voorziening verliezen onderhanden projecten"
"W","Winst en Verlies"
"WPer","PERSONEELSKOSTEN"
"WPerLes","Lonen en salarissen"
"WPerLesSld","Bezoldiging van bestuurders en gewezen bestuurders"
"WPerLesBvc","Bezoldiging van commissarissen en gewezen commissarissen"
"WPerLesTep","Tantièmes en provisie"
"WPerLesLon","Lonen"
"WPerLesOwe","Overwerk"
"WPerLesOnr","Onregelmatigheidstoeslag"
"WPerLesVag","Vakantiebijslag"
"WPerLesVad","Vakantiedagen"
"WPerLesGra","Gratificaties"
"WPerLesLin","Lonen in natura"
"WPerLesTls","Eindheffing spaarloon"
"WPerLesLoo","Loonkostenreductie"
"WPerLesOvt","Overige toeslagen"
"WPerLesOnu","Ontslaguitkeringen"
"WPerLesLiv","Lasten in verband met aandelen(optie)regelingen"
"WPerLesOlr","Overige lonen en salarissen"
"WPerLesDle","Doorberekende lonen en salarissen"
"WPerSol","Sociale lasten"
"WPerSolPsv","Premies sociale verzekeringen"
"WPerSolBiz","Bijdrage ziektekostenverzekering"
"WPerSolOpr","Overige premies"
"WPerSolOsf","Overige sociale fondsen"
"WPerSolOss","Overige sociale lasten"
"WPerSolDsl","Doorberekende sociale lasten"
"WPerPen","Pensioenlasten"
"WPerPenPen","Pensioenpremies"
"WPerPenDpe","Dotatie pensioenvoorziening directie"
"WPerPenVpv","Vrijval pensioenvoorziening directie"
"WPerPenDvb","Dotatie voorziening backserviceverplichting directie"
"WPerPenVvb","Vrijval voorziening backserviceverplichting directie"
"WPerPenDvl","Dotatie voorziening lijfrenteverplichtingen"
"WPerPenVvl","Vrijval voorziening lijfrenteverplichtingen"
"WPerPenOpe","Overige pensioenlasten"
"WPerPenDon","Doorberekende pensioenlasten"
"WPerWkf","Werkkosten vrije ruimte"
"WPerWkfVtw","Verteer werknemers (buiten werkplek, extern)"
"WPerWkfMow","Maaltijden op de werkplek"
"WPerWkfVcn","Vaste vergoeding voor consumpties (niet-ambulante werknemer)"
"WPerWkfRvn","Rentevoordeel personeelslening (niet eigen woning of (elektrische) fiets/elektrische scooter)"
"WPerWkfHei","Huisvesting en inwoning (incl energie,water, bewassing) niet ter vervulling dienstbetrekking"
"WPerWkfVmn","Vergoeding/verstrekking mobiele telefoon incl. abonnement (indien niet noodzakelijk)"
"WPerWkfVtb","Vergoeding telefoonabonnementen/internetabonnementen bij werknemer thuis (indien niet noodzakelijk)"
"WPerWkfVvt","Vergoeding/verstrekking van tablet (indien niet noodzakelijk)"
"WPerWkfVlp","Vergoeding/verstrekking van laptop (indien niet noodzakelijk)"
"WPerWkfVdt","Vergoeding/verstrekking van desktop (indien niet noodzakelijk)"
"WPerWkfVcp","Vergoeding/verstrekking computerprogrammatuur (indien niet noodzakelijk)"
"WPerWkfIwt","Inrichting werkplek thuis (exclusief arbovoorzieningen)"
"WPerWkfVrh","Vergoeding reiskosten voorzover boven € 0,19 per kilometer"
"WPerWkfVpb","Vergoeding van kosten van persoonlijke beschermingsmiddelen aan werknemer"
"WPerWkfVww","Vergoeding van kosten van werkkleding die nagenoeg uitsluitend geschikt is om in te werken"
"WPerWkfVka","Vergoeding van kosten van kleding die achterblijft op de werkplek"
"WPerWkfVog","Verstrekking/vergoeding van overige kleding"
"WPerWkfEho","Eerste huisvestingskosten (tot 18% van het loon)"
"WPerWkfZve","Zakelijke verhuiskosten exclusief kosten overbrenging boedel (boven gerichte vrijstelling)"
"WPerWkfPfe","Personeelsfeesten (buiten de werkplek)"
"WPerWkfKrs","Kerstpakket aan personeel en postactieven"
"WPerWkfGmi","Geschenken met in hoofzaak ideële waarde bij feestdagen en jubilea"
"WPerWkfAgn","Andere geschenken in natura"
"WPerWkfAgg","Andere geschenken in de vorm van een geldsom"
"WPerWkfFie","Fietsvergoeding"
"WPerWkfBbd","Bedrijfsfitness buiten de werkplek"
"WPerWkfKpu","Producten uit eigen bedrijf en kortingen voor zover niet vrijgesteld"
"WPerWkfWep","Werkgeversbijdrage personeelsvereniging"
"WPerWkfVbp","Vergoeding werknemersbijdrage personeelsvereniging"
"WPerWkfVev","Vergoeding vakbondscontributie"
"WPerWkfPrz","Personeelsreizen"
"WPerWkfPwn","Parkeren bij werk (niet zijnde auto van de zaak) (geen eigen parkeerterrein, parkeervergunning)"
"WPerWkfPvn","Parkeer-, veer- en tolgelden (niet zijnde auto van de zaak)"
"WPerWkfPev","Persoonlijke verzorging"
"WPerWkfRaw","Representatievergoeding/relatiegeschenken aan werknemers"
"WPerWkfEbd","Eigen bijdrage werknemers voor kinderopvang op werkplek (dagopvang)"
"WPerWkfEbb","Eigen bijdrage werknemers voor kinderopvang op werkplek (bso)"
"WPerWkfKbd","Kinderopvang buiten de werkplek (factuurwaarde incl. btw of WEV)"
"WPerWkfEbw","Eigen bijdrage werknemers voor kinderopvang buiten de werkplek"
"WPerWkfDkd","Door inhoudingsplichte verrichte kinderopvang op werkplek (dagopvang)"
"WPerWkfDkb","Door inhoudingsplichte verrichte kinderopvang op werkplek (bso)"
"WPerWkfOwr","Overige werkkosten vrije ruimte"
"WPerWkn","Werkkosten met nihilwaardering"
"WPerWknVwo","Verteer werknemers op werkplek (geen maaltijden)"
"WPerWknHit","Huisvesting en inwoning (incl energie,water, bewassing) ter vervulling dienstbetrekking"
"WPerWknRve","Rentevoordeel personeelslening eigen woning en (elektrische) fiets of elektrische scooter"
"WPerWknTbs","Ter beschikking stellen desktop computer op werkplek"
"WPerWknIwe","Inrichting werkplek (niet thuis)"
"WPerWknIwa","Inrichting werkplek arbo-voorzieningen (thuis)"
"WPerWknPwp","Parkeren werkplek (niet zijnde auto van de zaak)(op parkeerterrein van werkgever)"
"WPerWknTbg","Ter beschikking gestelde openbaarvervoerkaart/voordelenurenkaart (mede zakelijk gebruikt)"
"WPerWknVbm","Verstrekking van persoonlijke beschermingsmiddelen (veiligheidsbril, werkschoenen) door werkgever"
"WPerWknVwk","Verstrekking van werkkleding die nagenoeg uitsluitend geschikt is om in te werken door werkgever"
"WPerWknVvk","Verstrekking van kleding die achterblijft op de werkplek"
"WPerWknVkl","Verstrekking van kleding met bedrijfslogo van tenminste 70 cm²"
"WPerWknArv","Arbovoorzieningen"
"WPerWknPfw","Personeelsfeesten (op de werkplek)"
"WPerWknBod","Bedrijfsfitness op de werkplek"
"WPerWknOwn","Overige werkkosten nihilwaardering"
"WPerWkg","Werkkosten gericht vrijgesteld"
"WPerWkgVro","Vergoeding reiskosten (tot € 0,19) per kilometer"
"WPerWkgCem","Consumpties en maaltijden dienstreis"
"WPerWkgMbo","Maaltijden bij overwerk/werk op koopavonden"
"WPerWkgVca","Vaste vergoeding voor consumpties (ambulante werknemer)"
"WPerWkgOsc","Opleidingen, studies, cursussen, congressen, seminars, symposia, excursies, studiereizen"
"WPerWkgVak","Vakliteratuur"
"WPerWkgIwr","Inschrijving wettelijk en door beroepsgroep opgelegde registers"
"WPerWkgDuh","Dubbele huisvestingskosten"
"WPerWkgEkl","Extra kosten levensonderhoud"
"WPerWkgKap","Kosten aanvragen/omzetten papieren (verblijfsvergunningen, visa, rijbewijzen)"
"WPerWkgKmk","Kosten medische keuringen, vaccinaties"
"WPerWkgRnl","Reiskosten naar land herkomst (familiebezoek, gezinshereniging)"
"WPerWkgCtw","Cursuskosten taal werkland (werknemer + gezin)"
"WPerWkgEhb","Eerste huisvestingskosten (boven 18% van het loon)"
"WPerWkgEtk","Extra (niet-zakelijke) telefoonkosten (gesprek) met land van herkomst"
"WPerWkgOpb","Opslagkosten boedel"
"WPerWkgKkw","Kosten kennismakingsreis werkland"
"WPerWkgK3r","Kosten 30% regeling"
"WPerWkgZvk","Zakelijke verhuiskosten: kosten overbrenging boedel"
"WPerWkgZvo","Zakelijke verhuiskosten exclusief kosten overbrenging boedel"
"WPerWkgOut","Outplacementkosten"
"WPerWkgHow","(Hotel)overnachtingen in verband met werk"
"WPerWkgVpr","Verstrekte producten en kortingen op producten uit eigen bedrijf (voor zover vrijgesteld)"
"WPerWkgOwv","Overige werkkosten gericht vrijgesteld"
"WPerWkc","Werkkosten noodzakelijkheidscriterium"
"WPerWkcVmt","Vergoeding/verstrekking mobiele telefoon incl. abonnement (mits noodzakelijk)"
"WPerWkcVtn","Vergoeding/verstrekking van tablet (mits noodzakelijk)"
"WPerWkcVln","Vergoeding/verstrekking van laptop (mits noodzakelijk)"
"WPerWkcVdn","Vergoeding/verstrekking van desktop (mits noodzakelijk)"
"WPerWkcVcm","Vergoeding/verstrekking computerprogrammatuur (mits noodzakelijk)"
"WPerWkcOwm","Overige werkkosten noodzakelijkheidscriterium"
"WPerWki","Werkkosten intermediair"
"WPerWkiMmz","Maaltijden met zakelijke relaties"
"WPerWkiPva","Parkeer-, veer- en tolgelden (auto van de zaak)"
"WPerWkiPwa","Parkeren bij werk (auto van de zaak) (geen eigen parkeerterrein, parkeervergunning)"
"WPerWkiOwi","Overige werkkosten intermediair"
"WPerWkb","Werkkosten belast loon"
"WPerWkbPga","Privé-gebruik auto's"
"WPerWkbGed","Genot dienstwoning"
"WPerWkbGbu","Geldboetes buitenlandse autoriteiten"
"WPerWkbGbi","Geldboetes binnenlandse autoriteiten"
"WPerWkbVzm","Vergoedingen en verstrekkingen ter zake van misdrijven"
"WPerWkbVwm","Vergoedingen en verstrekkingen ter zake van wapens en munitie"
"WPerWkbVdr","Vergoedingen en verstrekkingen ter zake van agressieve dieren"
"WPerWkbOwb","Overige werkkosten belast loon"
"WPerWkv","Werkkosten geen of vrijgesteld loon"
"WPerWkvFrb","Fruitmand, rouwkrans, bloemetje"
"WPerWkvKgs","Kleine geschenken (geen geld of waardebon) maximaal € 25"
"WPerWkvEub","Eenmalige uitkering/verstrekking bij 25/40-jarig diensttijdjubileum werknemer (voorzover =< 1 x maandloon)"
"WPerWkvWpv","Werkgeversbijdrage personeelsvereniging (als werknemers geen aanspraak hebben op uitkeringen uit de pv)"
"WPerWkvUtv","Uitkering/verstrekking tot vergoeding door werknemer ivm met werk gelden schade/verlies persoonlijke zaken"
"WPerWkvEuo","Eenmalige uitkering/verstrekking bij overlijden werknemer, zijn partner of kinderen (voorzover = < 3 x maandloon)"
"WPerWkvUue","Uitkering/verstrekking uit een personeelsfonds"
"WPerWkvMpi","Meewerkvergoeding partner inhoudingsplichtige (indien lager dan € 5.000)"
"WPerWkvOwg","Overige werkkosten geen of vrijgesteld loon"
"WPerWko","Werkkosten overig"
"WPerWkoWee","Werkkosten eindheffing"
"WPerWkoCiB","Correctie inzake BTW"
"WPerWkoObw","Overboeking werkkosten"
"WPerWkoDwk","Doorberekende werkkosten"
"WPerOvp","Overige personeelskosten"
"WPerOvpUik","Uitzendkrachten"
"WPerOvpUit","Uitzendbedrijven"
"WPerOvpMaf","Management fee"
"WPerOvpOip","Overig ingeleend personeel"
"WPerOvpWer","Wervingskosten"
"WPerOvpAbd","Arbodienst"
"WPerOvpDdd","Diensten door derden"
"WPerOvpZie","Ziekengeldverzekering"
"WPerOvpOzi","Ontvangen ziekengelden"
"WPerOvpDvr","Dotatie voorziening in verband met reorganisaties"
"WPerOvpVvr","Vrijval voorziening in verband met reorganisaties"
"WPerOvpDoa","Dotatie arbeidsongeschiktheidsvoorziening"
"WPerOvpDoj","Dotatie jubileumvoorziening"
"WPerOvpVva","Vrijval arbeidsongeschiktheidsvoorziening"
"WPerOvpVrj","Vrijval jubileumvoorziening"
"WPerOvpObp","Overige belastingen inzake personeel"
"WPerOvpOvp","Overige personeelskosten"
"WPerOvpDop","Doorberekende overige personeelskosten"
"WAfs","AFSCHRIJVINGEN"
"WAfsAiv","Afschrijvingen immateriële vaste activa"
"WAfsAivOek","Afschrijving oprichtingskosten en kosten uitgifte van aandelen"
"WAfsAivKoe","Afschrijving kosten onderzoek en ontwikkeling"
"WAfsAivCev","Afschrijving concessies en vergunningen"
"WAfsAivSof","Afschrijving software"
"WAfsAivOie","Afschrijving overig intellectueel eigendom"
"WAfsAivBou","Afschrijving bouwclaims"
"WAfsAivGoo","Afschrijving goodwill"
"WAfsAivGue","Afschrijving goodwill uit eerdere overnames"
"WAfsAivViv","Afschrijving vooruitbetaalde immateriële vaste activa"
"WAfsAivOiv","Afschrijving overige immateriële vaste activa"
"WAfsAmv","Afschrijvingen materiële vaste activa"
"WAfsAmvBeg","Afschrijving bedrijfsgebouwen"
"WAfsAmvVeb","Afschrijving verbouwingen"
"WAfsAmvVas","Afschrijving vastgoedbeleggingen"
"WAfsAmvHuu","Afschrijving huurdersinvesteringen"
"WAfsAmvMei","Afschrijving machines en installaties"
"WAfsAmvSev","Afschrijving schepen en vliegtuigen"
"WAfsAmvTev","Afschrijving transport- en vervoermiddelen"
"WAfsAmvObe","Afschrijving overige vaste bedrijfsmiddelen"
"WAfsAmvBei","Afschrijving bedrijfsinventaris"
"WAfsAmvVbi","Afschrijving vaste bedrijfsmiddelen in uitvoering en vooruitbetaalde materiële vaste activa"
"WAfsAmvBgm","Afschrijving buitengebruikgestelde materiële vaste activa"
"WAfsAmvOmv","Afschrijving overige materiële vaste activa"
"WAfsOwi","Overige waardeveranderingen immateriële vaste activa"
"WAfsOwiOek","Overige waardeverandering oprichtingskosten en kosten uitgifte van aandelen"
"WAfsOwiKoe","Overige waardeverandering kosten onderzoek en ontwikkeling"
"WAfsOwiCev","Overige waardeverandering concessies en vergunningen"
"WAfsOwiSof","Overige waardeverandering software"
"WAfsOwiOie","Overige waardeverandering overig intellectueel eigendom"
"WAfsOwiBou","Overige waardeverandering bouwclaims"
"WAfsOwiGoo","Overige waardeverandering goodwill"
"WAfsOwiGue","Overige waardeverandering goodwill uit eerdere overnames"
"WAfsOwiViv","Overige waardeverandering vooruitbetaalde immateriële vaste activa"
"WAfsOwiOiv","Overige waardeverandering overige immateriële vaste activa"
"WAfsOwm","Overige waardeveranderingen materiële vaste activa"
"WAfsOwmBeg","Overige waardeverandering bedrijfsgebouwen"
"WAfsOwmVeb","Overige waardeverandering verbouwingen"
"WAfsOwmVas","Overige waardeverandering vastgoedbeleggingen"
"WAfsOwmHuu","Overige waardeverandering huurdersinvesteringen"
"WAfsOwmMei","Overige waardeverandering machines en installaties"
"WAfsOwmSev","Overige waardeverandering schepen en vliegtuigen"
"WAfsOwmTev","Overige waardeverandering transport- en vervoermiddelen"
"WAfsOwmObe","Overige waardeverandering overige vaste bedrijfsmiddelen"
"WAfsOwmBei","Overige waardeverandering bedrijfsinventaris"
"WAfsOwmVbi","Overige waardeverandering vaste bedrijfsmiddelen in uitvoering en vooruitbetaalde materiële vaste activa"
"WAfsOwmBgm","Overige waardeverandering buitengebruikgestelde materiële vaste activa"
"WAfsOwmOmv","Overige waardeverandering overige materiële vaste activa"
"WAfsRvi","Resultaat verkoop immateriële vaste activa"
"WAfsRviOek","Resultaat verkoop oprichtingskosten en kosten uitgifte van aandelen"
"WAfsRviKoe","Resultaat verkoop kosten onderzoek en ontwikkeling"
"WAfsRviCev","Resultaat verkoop concessies en vergunningen"
"WAfsRviSof","Resultaat verkoop software"
"WAfsRviOie","Resultaat verkoop overig intellectueel eigendom"
"WAfsRviBou","Resultaat verkoop bouwclaims"
"WAfsRviGoo","Resultaat verkoop goodwill"
"WAfsRviGue","Resultaat verkoop goodwill uit eerdere overnames"
"WAfsRviViv","Resultaat verkoop vooruitbetaalde immateriële vaste activa"
"WAfsRviOiv","Resultaat verkoop overige immateriële vaste activa"
"WAfsRvm","Resultaat verkoop materiële vaste activa"
"WAfsRvmBeg","Resultaat verkoop bedrijfsgebouwen"
"WAfsRvmVeb","Resultaat verkoop verbouwingen"
"WAfsRvmVas","Resultaat verkoop vastgoedbeleggingen"
"WAfsRvmHuu","Resultaat verkoop huurdersinvesteringen"
"WAfsRvmMei","Resultaat verkoop machines en installaties"
"WAfsRvmSev","Resultaat verkoop schepen en vliegtuigen"
"WAfsRvmTev","Resultaat verkoop transport- en vervoermiddelen"
"WAfsRvmObe","Resultaat verkoop overige vaste bedrijfsmiddelen"
"WAfsRvmBei","Resultaat verkoop bedrijfsinventaris"
"WAfsRvmVbi","Resultaat verkoop vaste bedrijfsmiddelen in uitvoering en vooruitbetaalde materiële vaste activa"
"WAfsRvmBgm","Resultaat verkoop buitengebruikgestelde materiële vaste activa"
"WAfsRvmOmv","Resultaat verkoop overige materiële vaste activa"
"WAfsDae","Doorberekende afschrijvingen en waardeveranderingen"
"WAfsDaeDaf","Doorberekende afschrijvingen"
"WAfsDaeDow","Doorberekende waardeveranderingen"
"WAfsDaeDve","Doorberekende verkoopresultaten"
"WBed","OVERIGE BEDRIJFSKOSTEN"
"WBedHui","Huisvestingskosten"
"WBedHuiErf","Erfpacht"
"WBedHuiLee","Leefbaarheid"
"WBedHuiLas","Lasten servicecontracten"
"WBedHuiBeh","Betaalde huur"
"WBedHuiOhu","Ontvangen huursuppletie"
"WBedHuiHuw","Huurwaarde woongedeelte"
"WBedHuiOnt","Onderhoud terreinen"
"WBedHuiOng","Onderhoud gebouwen"
"WBedHuiSch","Schoonmaakkosten"
"WBedHuiSer","Servicekosten"
"WBedHuiGas","Gas"
"WBedHuiElk","Elektra"
"WBedHuiWat","Water"
"WBedHuiNed","Netdiensten"
"WBedHuiPre","Privé-gebruik energie"
"WBedHuiAoz","Assurantiepremies onroerende zaak"
"WBedHuiOnz","Onroerende zaakbelasting"
"WBedHuiMez","Milieuheffingen en zuiveringsleges"
"WBedHuiObh","Overige belastingen inzake huisvesting"
"WBedHuiOvh","Overige vaste huisvestingslasten"
"WBedHuiDrg","Dotatie reserve assurantie eigen risico gebouwen"
"WBedHuiVrg","Vrijval reserve assurantie eigen risico gebouwen"
"WBedHuiDvg","Dotatie voorziening groot onderhoud gebouwen"
"WBedHuiVgb","Vrijval voorziening groot onderhoud gebouwen"
"WBedHuiDkg","Dotatie kostenegalisatiereserve groot onderhoud gebouwen"
"WBedHuiVkg","Vrijval kostenegalisatiereserve groot onderhoud gebouwen"
"WBedHuiOhv","Overige huisvestingskosten"
"WBedHuiDoh","Doorberekende huisvestingskosten"
"WBedEem","Exploitatie- en machinekosten"
"WBedEemRoi","Reparatie en onderhoud inventaris"
"WBedEemOls","Operational leasing inventaris"
"WBedEemHui","Huur inventaris"
"WBedEemKai","Kleine aanschaffingen inventaris"
"WBedEemGsk","Gereedschapskosten"
"WBedEemDvi","Dotatie voorziening groot onderhoud inventaris"
"WBedEemVoi","Vrijval voorziening groot onderhoud inventaris"
"WBedEemDki","Dotatie kostenegalisatiereserve groot onderhoud inventaris"
"WBedEemVki","Vrijval kostenegalisatiereserve groot onderhoud inventaris"
"WBedEemOki","Overige kosten inventaris"
"WBedEemRom","Reparatie en onderhoud machines"
"WBedEemOlm","Operational leasing machines"
"WBedEemHum","Huur machines"
"WBedEemOme","Onderhoud machines en installaties"
"WBedEemBrm","Brandstof machines"
"WBedEemKam","Kleine aanschaffingen machines"
"WBedEemDvm","Dotatie voorziening groot onderhoud machines"
"WBedEemVgo","Vrijval voorziening groot onderhoud machines"
"WBedEemDkm","Dotatie kostenegalisatiereserve groot onderhoud machines"
"WBedEemVkm","Vrijval kostenegalisatiereserve groot onderhoud machines"
"WBedEemObm","Overige belastingen inzake exploitatie en machines"
"WBedEemOkm","Overige kosten machines"
"WBedEemWdd","Werk door derden"
"WBedEemDrm","Dotatie reserve assurantie eigen risico machines"
"WBedEemVrm","Vrijval reserve assurantie eigen risico machines"
"WBedEemAme","Assurantiepremie machines en inventaris"
"WBedEemVpm","Verpakkingsmaterialen"
"WBedEemOee","Overige exploitatie- en machinekosten"
"WBedEemDem","Doorberekende exploitatie- en machinekosten"
"WBedVkk","Verkoopkosten"
"WBedVkkRea","Reclame- en advertentiekosten"
"WBedVkkKos","Kosten sponsoring"
"WBedVkkBeu","Beurskosten"
"WBedVkkRel","Relatiegeschenken"
